fecha,red,impresiones,visualizaciones,alcance,seguidores_nuevos,likes,comentarios,compartidos,mensajes,seguidores_total
2026-03-13,Facebook,,0,,0,,,,0,
2026-03-14,Facebook,,0,,0,,,,0,
2026-03-15,Facebook,,0,,0,,,,0,
2026-03-16,Facebook,,0,,0,,,,0,
2026-03-17,Facebook,,0,,0,,,,0,
2026-03-18,Facebook,,0,,0,,,,0,
2026-03-19,Facebook,,0,,0,,,,0,
2026-03-20,Facebook,,0,,0,,,,0,
2026-03-21,Facebook,,0,,0,,,,0,
2026-03-22,Facebook,,0,,0,,,,0,
2026-03-23,Facebook,,0,,0,,,,0,
2026-03-24,Facebook,,0,,0,,,,0,
2026-03-25,Facebook,,0,,0,,,,0,
2026-03-26,Facebook,,0,,0,,,,0,
2026-03-27,Facebook,,0,,0,,,,0,
2026-03-28,Facebook,,0,,0,,,,0,
2026-03-29,Facebook,,0,,0,,,,0,
2026-03-30,Facebook,,0,,0,,,,0,
2026-03-31,Facebook,,0,,0,,,,0,
2026-04-02,Facebook,,0,,0,,,,0,
2026-04-03,Facebook,,0,,0,,,,0,
2026-04-04,Facebook,,0,,0,,,,0,
2026-04-05,Facebook,,0,,0,,,,0,
2026-04-06,Facebook,,0,,0,,,,0,
2026-04-07,Facebook,,0,,0,,,,0,
2026-04-08,Facebook,,0,,0,,,,0,
2026-04-09,Facebook,,0,,0,,,,0,
2026-04-10,Facebook,,0,,0,,,,0,
2026-04-11,Facebook,,0,,0,,,,0,
2026-04-12,Facebook,,0,,0,,,,0,
2026-04-13,Facebook,,0,,0,,,,0,
2026-04-14,Facebook,,0,,0,,,,0,
2026-04-15,Facebook,,0,,0,,,,0,
2026-04-16,Facebook,,0,,0,,,,0,
2026-04-17,Facebook,,0,,0,,,,0,
2026-04-18,Facebook,,0,,0,,,,0,
2026-04-19,Facebook,,0,,0,,,,0,
2026-04-20,Facebook,,0,,0,,,,0,
2026-04-21,Facebook,,0,,0,,,,0,
2026-04-22,Facebook,,0,,0,,,,0,
2026-04-23,Facebook,,0,,0,,,,0,
2026-04-24,Facebook,,0,,0,,,,0,
2026-04-25,Facebook,,0,,0,,,,0,
2026-04-26,Facebook,,0,,0,,,,0,
2026-04-27,Facebook,,0,,0,,,,0,
2026-04-28,Facebook,,0,,0,,,,0,
2026-04-29,Facebook,,0,,0,,,,0,
2026-04-30,Facebook,,0,,0,,,,0,
2026-05-02,Facebook,,0,,0,,,,0,
2026-05-03,Facebook,,0,,0,,,,0,
2026-05-04,Facebook,,0,,0,,,,0,
2026-05-05,Facebook,,0,,0,,,,0,
2026-05-06,Facebook,,0,,0,,,,0,
2026-05-07,Facebook,,0,,0,,,,0,
2026-05-08,Facebook,,0,,0,,,,0,
2026-05-09,Facebook,,0,,0,,,,0,
2026-05-10,Facebook,,0,,0,,,,0,
2026-05-11,Facebook,,0,,0,,,,0,
2026-05-12,Facebook,,0,,0,,,,0,
2026-05-13,Facebook,,0,,0,,,,0,
2026-05-14,Facebook,,0,,0,,,,0,
2026-05-15,Facebook,,0,,0,,,,0,
2026-05-16,Facebook,,0,,0,,,,0,
2026-05-17,Facebook,,0,,0,,,,0,
2026-05-18,Facebook,,0,,0,,,,0,
2026-05-19,Facebook,,0,,0,,,,0,
2026-05-20,Facebook,,0,,0,,,,0,
2026-05-21,Facebook,,0,,0,,,,0,
2026-05-22,Facebook,,0,,0,,,,0,
2026-05-23,Facebook,,0,,0,,,,0,
2026-05-24,Facebook,,0,,0,,,,0,
2026-05-25,Facebook,,0,,0,,,,0,
2026-05-26,Facebook,,0,,0,,,,0,
2026-05-27,Facebook,,0,,0,,,,0,
2026-05-28,Facebook,,0,,0,,,,0,
2026-05-29,Facebook,,0,,0,,,,0,
2026-05-30,Facebook,,0,,0,,,,0,
2026-06-01,Facebook,,0,,0,,,,0,
2026-06-02,Facebook,,0,,0,,,,0,
2026-06-03,Facebook,,0,,0,,,,0,
2026-06-04,Facebook,,0,,0,,,,0,
2026-06-05,Facebook,,0,,0,,,,0,
2026-06-06,Facebook,,0,,0,,,,0,
2026-06-07,Facebook,,0,,0,,,,0,
2026-06-08,Facebook,,0,,0,,,,0,
2026-06-09,Facebook,,0,,0,,,,0,
2026-06-10,Facebook,,0,,0,,,,0,
2026-06-11,Facebook,,0,,0,,,,0,
2026-06-12,Facebook,,0,,0,,,,0,
2026-06-13,Facebook,,0,,0,,,,0,
2026-06-14,Facebook,,0,,0,,,,0,
2026-06-15,Facebook,,0,,0,,,,0,
2026-06-16,Facebook,,0,,0,,,,0,
2026-06-17,Facebook,,0,,0,,,,0,
2026-06-18,Facebook,,0,,0,,,,0,
2026-06-19,Facebook,,0,,0,,,,0,
2026-06-20,Facebook,,0,,0,,,,0,
2026-06-21,Facebook,,0,,0,,,,0,
2026-06-22,Facebook,,0,,0,,,,0,
2026-06-23,Facebook,,4,,0,0,0,0,0,
2026-06-24,Facebook,,0,,0,,,,0,
2026-06-25,Facebook,,0,,0,,,,0,
2026-06-26,Facebook,,0,,0,,,,0,
2026-06-27,Facebook,,0,,0,,,,0,
2026-06-28,Facebook,,0,,0,,,,0,
2026-06-29,Facebook,,3,,0,,,,0,
2026-06-30,Facebook,,3,,0,,,,0,
2026-07-01,Facebook,,2,,0,,,,0,
2026-07-02,Facebook,,1,,0,,,,0,
2026-07-03,Facebook,,1,,0,,,,0,
2026-07-04,Facebook,,6,,0,,,,0,
2026-07-05,Facebook,,5,,1,,,,0,
2026-07-06,Facebook,,3,,0,,,,0,
2026-07-07,Facebook,,3,,0,,,,0,
2026-07-08,Facebook,,2,,0,,,,0,
2026-07-09,Facebook,,2,,0,,,,0,
2026-07-10,Facebook,,3,,0,,,,0,
2026-07-11,Facebook,,3,,0,,,,0,
2026-07-12,Facebook,,4,,0,,,,0,
2026-07-13,Facebook,,6,,1,,,,0,
2026-07-14,Facebook,,7,,0,,,,0,
2026-07-15,Facebook,,7,,0,,,,0,
2026-07-16,Facebook,,2,,0,,,,0,
2026-07-17,Facebook,,4,,1,,,,0,
2026-07-18,Facebook,,12,,2,,,,0,
2026-07-19,Facebook,,7,,1,,,,0,
2026-07-20,Facebook,,6,,0,,,,0,
2026-07-21,Facebook,,11,,0,,,,0,
2026-07-22,Facebook,,6,,0,,,,0,
2026-07-23,Facebook,,13,,0,,,,0,
2026-07-24,Facebook,,7,,0,,,,0,
2026-07-25,Facebook,,9,,3,,,,0,
2026-07-26,Facebook,,14,,2,,,,0,
2026-07-27,Facebook,,13,,1,,,,0,
2026-07-28,Facebook,,17,,2,,,,0,
2026-07-29,Facebook,,10,,0,,,,0,14
2026-07-30,Facebook,,1550,,1,6,0,1,0,15
2026-07-31,Facebook,,79,,2,,,,0,17
2026-08-01,Facebook,,31,,1,,,,0,18
2026-08-02,Facebook,,17,,1,,,,0,19
2026-08-03,Facebook,,14,,0,,,,0,19
2026-08-04,Facebook,,36,,1,,,,0,20
2026-08-05,Facebook,,23,,0,,,,0,20
2026-08-06,Facebook,,25,,0,,,,0,20
2026-08-07,Facebook,,24,,0,,,,0,20
2026-08-08,Facebook,,37,,0,,,,0,20
2026-08-09,Facebook,,38,,1,,,,0,21
2026-08-10,Facebook,,12,,0,,,,0,21
